trial_id,neurons_encoder,latent_dim,neurons_decoder
508,"[48, 96, 192, 384]",920,"[384, 192, 96, 48, 24]"
509,"[88, 176, 352, 704]",1448,"[704, 352, 176, 88, 44]"
510,"[48, 96, 192, 384]",920,"[384, 192, 96]"
511,"[52, 104, 208, 416]",968,"[416, 208, 104]"
512,"[184, 368, 736, 1472]",1496,"[1472, 736, 368, 184, 92]"
513,"[156, 312, 624, 1248]",2184,"[1248, 624, 312, 156]"
514,"[88, 176, 352]",552,"[352, 176, 88, 44]"
515,"[92, 184, 368]",568,"[368, 184, 92, 46]"
516,"[84, 168, 336]",568,"[336, 168, 84, 42]"
517,"[44, 88, 176]",392,"[176, 88, 44]"
518,"[100, 200, 400, 800, 1600]",3192,"[1600, 800, 400]"
519,"[96, 192, 384, 768, 1536]",3208,[1536]
520,"[40, 80, 160, 320, 640]",1464,[640]
521,"[84, 168, 336, 672, 1344]",1368,[1344]
